S13time_fire,S13pm01_fire,S13pm25_fire,S13pm10_fire,S13time_lib,S13pm01_lib,S13pm25_lib,S13pm10_lib,S13time_martin,S13pm01_martin,S13pm25_martin,S13pm10_martin,S08time_fire,S08pm01_fire,S08pm25_fire,S08pm10_fire,S08time_lib,S08pm01_lib,S08pm25_lib,S08pm10_lib,S08time_martin,S08pm01_martin,S08pm25_martin,S08pm10_martin,S06time_fire,S06pm01_fire,S06pm25_fire,S06pm10_fire,S06time_lib,S06pm01_lib,S06pm25_lib,S06pm10_lib,S06time_martin,S06pm01_martin,S06pm25_martin,S06pm10_martin,S20time_fire,S20pm01_fire,S20pm25_fire,S20pm10_fire,S20time_lib,S20pm01_lib,S20pm25_lib,S20pm10_lib,S20time_martin,S20pm01_martin,S20pm25_martin,S20pm10_martin,S##time_fire,S##pm01_fire,S##pm25_fire,S##pm10_fire,S##time_lib,S##pm01_lib,S##pm25_lib,S##pm10_lib,S##time_martin,S##pm01_martin,S##pm25_martin,S##pm10_martin
2122,0,0,0,7814,7,8,8,17433,5,12,12,21372,14,27,28,2253,9,15,18,14365,6,14,21,14460,8,11,12,79806,9,11,15,519587,11,14,15,4056,2,3,3,4849,3,4,4,13288,2,4,4,,,,,,,,,,,,
3184,0,0,0,9525,11,17,20,18665,15,23,23,22218,14,27,28,3524,9,17,18,15620,16,26,29,15643,7,10,13,81150,8,11,15,520512,12,19,20,5791,2,4,4,6218,3,4,4,16449,3,5,6,,,,,,,,,,,,
4097,0,0,0,10479,12,18,21,19578,15,23,24,23130,15,27,28,4451,10,20,22,16530,16,26,28,16485,7,10,13,81992,8,11,15,521354,12,19,20,6634,2,4,4,7060,3,4,4,22006,2,4,5,,,,,,,,,,,,
5009,0,0,0,11435,11,17,21,20421,15,23,24,23970,15,27,28,5345,11,22,25,17458,15,24,25,17396,7,10,13,82835,8,11,15,522266,12,18,20,7546,2,4,4,7973,3,4,4,22850,2,4,5,,,,,,,,,,,,
5921,0,0,0,12390,12,18,21,21264,15,23,24,24811,15,27,28,6275,11,21,23,18291,15,24,25,18238,7,10,13,83746,7,11,15,523108,12,18,20,8389,2,4,4,8815,3,4,4,23762,2,4,5,,,,,,,,,,,,
22033,0,0,0,13345,12,20,23,22178,12,22,24,25721,15,27,27,7165,13,21,23,21585,15,24,25,19080,7,10,13,84589,7,11,15,523951,12,18,20,9233,2,4,4,9658,3,4,4,24605,2,4,5,,,,,,,,,,,,
24562,0,0,0,14301,12,20,23,23021,12,22,24,26562,15,27,27,8077,11,22,23,22625,14,23,24,19992,7,10,13,85431,7,11,15,524863,12,19,20,10145,2,3,3,10570,3,4,4,25448,2,4,5,,,,,,,,,,,,
25243,0,0,0,15256,12,20,23,23906,12,22,24,27403,15,27,27,8987,13,22,24,23467,14,23,24,20834,7,10,13,86343,8,11,15,525705,12,19,20,10988,2,3,3,11413,3,4,4,26360,2,3,4,,,,,,,,,,,,
26156,0,0,0,16210,11,20,24,24819,11,22,23,28314,15,26,26,9899,13,23,23,24307,14,23,24,21676,7,10,13,87185,8,11,15,526546,12,19,20,11831,2,3,3,12255,3,4,4,27203,2,3,4,,,,,,,,,,,,
26997,0,0,0,17166,12,21,25,25704,11,22,23,29155,15,26,26,10809,13,22,22,25218,13,23,24,22588,8,10,13,88028,8,11,15,527459,12,19,22,12743,2,3,4,13168,3,4,4,28046,2,3,4,,,,,,,,,,,,
27840,0,0,0,18121,12,20,25,26589,11,21,23,29996,15,26,26,11719,13,22,22,26058,13,23,24,23429,8,10,13,88940,7,10,16,528301,12,19,22,13586,2,3,4,14010,3,4,4,28958,2,3,4,,,,,,,,,,,,
28752,0,0,0,19076,11,19,23,27544,11,20,21,30907,15,25,25,12631,13,22,22,26899,13,23,24,24270,8,10,13,89782,7,10,16,529142,12,19,22,14429,2,3,4,14853,3,4,4,29802,2,3,4,,,,,,,,,,,,
29594,0,0,0,20031,11,18,22,28429,11,20,21,31748,14,24,24,13541,13,21,22,27810,13,22,24,25183,8,12,14,90624,7,10,16,530055,12,19,21,15341,2,4,5,15765,2,4,4,30645,2,3,4,,,,,,,,,,,,
9071,0,0,0,20916,11,18,21,29314,11,20,21,32588,14,24,24,14451,13,21,22,28651,13,22,24,26024,8,12,14,91536,8,11,16,530896,12,19,21,16185,2,4,5,16608,2,4,4,31557,2,3,4,,,,,,,,,,,,
10556,16,16,16,21800,11,18,21,30268,11,21,23,33499,14,25,25,15292,13,21,22,29492,13,22,24,26866,8,12,14,92378,8,11,16,531739,12,19,21,17028,2,4,5,17451,2,4,4,32401,2,3,4,,,,,,,,,,,,
11468,16,17,17,22756,11,20,23,31153,11,21,23,34339,14,25,25,16132,12,20,21,30402,13,22,24,27779,8,12,13,93220,8,11,16,532652,12,18,23,17940,2,4,4,18363,2,4,4,33243,2,3,4,,,,,,,,,,,,
12379,16,17,17,23710,10,20,22,32037,11,21,23,35180,14,25,25,17043,11,20,23,31243,13,23,24,28691,8,12,14,94133,8,10,14,533493,12,18,23,18783,2,4,4,19206,2,4,4,34155,2,3,5,,,,,,,,,,,,
13291,16,17,17,24666,10,20,21,32993,11,22,24,36091,14,25,25,17883,11,20,23,32083,13,23,24,29603,8,13,15,94976,8,10,14,534335,12,18,23,19625,2,4,4,20048,2,4,4,34999,2,3,5,,,,,,,,,,,,
14203,16,17,17,25621,10,21,22,33878,11,22,24,36932,14,25,25,18723,11,20,22,32995,13,23,24,30515,8,13,15,95817,8,10,14,535247,11,17,22,20538,2,4,4,20961,2,4,4,35842,2,3,5,,,,,,,,,,,,
15116,16,18,18,26576,10,21,22,34762,11,22,24,37773,15,26,26,19634,11,19,21,33836,13,22,23,31427,8,13,16,96730,8,11,14,536089,11,17,22,21381,2,4,4,21804,2,4,4,36754,2,3,5,,,,,,,,,,,,
16028,16,18,18,27532,11,23,23,35717,10,21,24,38684,15,27,27,20474,11,19,21,34676,13,22,23,32339,9,14,17,97571,8,11,14,536931,11,17,22,22223,2,4,4,22646,2,4,4,37598,2,3,5,,,,,,,,,,,,
16941,0,1,1,28487,12,25,25,36601,10,21,24,39525,15,27,27,21314,11,19,21,35588,11,22,23,33252,9,15,17,98413,8,11,14,537843,11,17,21,23136,2,4,5,23559,2,3,3,38440,2,3,5,,,,,,,,,,,,
17853,0,1,1,29442,12,24,24,37486,10,21,24,40366,14,27,27,22225,11,19,21,36428,11,22,23,34164,9,16,19,99325,8,11,14,538685,11,17,21,23980,2,4,5,24401,2,3,3,39353,2,3,5,,,,,,,,,,,,
18765,0,2,2,30397,12,26,26,38441,10,21,22,41277,16,28,28,23065,11,19,21,37269,11,22,23,35076,9,16,19,31677,9,10,10,539528,11,17,21,24822,2,4,5,25245,2,3,3,40196,2,3,5,,,,,,,,,,,,
19608,0,2,2,31352,13,27,27,39326,10,21,22,42118,16,28,28,23906,11,19,21,38179,11,22,25,35988,8,14,17,32729,10,14,16,540439,10,16,20,25735,2,4,5,26158,2,4,4,41039,2,3,5,,,,,,,,,,,,
20450,0,2,2,32308,13,27,27,40211,10,21,22,42958,16,28,28,24816,10,19,22,39020,11,22,25,36899,8,14,18,33640,9,14,18,541281,10,16,20,26577,2,4,5,27000,2,4,4,41952,2,4,5,,,,,,,,,,,,
21363,0,1,1,33264,13,25,25,41166,10,21,22,43870,14,27,27,25657,10,19,22,39861,11,22,24,37812,8,15,19,34483,9,14,18,542124,10,16,20,27420,2,4,5,27843,2,4,4,42795,2,4,5,,,,,,,,,,,,
22206,0,1,1,34220,14,28,28,42010,10,21,22,44710,14,27,27,26497,10,19,22,40772,11,21,23,38724,8,15,16,35324,9,14,18,543035,10,16,19,28334,2,3,4,28755,2,3,3,43638,2,4,5,,,,,,,,,,,,
23047,0,1,1,35104,14,28,28,42852,10,21,22,45551,14,27,27,27408,8,17,21,41613,11,21,23,39566,8,15,16,36238,9,13,18,543877,10,16,19,29175,2,3,4,29598,2,3,3,44551,2,3,5,,,,,,,,,,,,
23959,0,1,1,35987,14,28,28,43766,11,21,22,46462,14,27,29,28248,8,17,21,42454,11,21,23,40408,9,16,17,37079,9,13,18,544718,10,16,19,30018,2,3,4,30441,2,3,3,45393,2,3,5,,,,,,,,,,,,
24802,0,1,1,36942,14,25,25,44609,11,21,22,47303,14,27,29,29088,8,17,21,43364,13,22,24,41320,9,17,18,37920,9,13,18,545631,9,16,19,30930,2,3,4,31354,2,3,3,46236,2,3,5,,,,,,,,,,,,
25644,0,1,1,37898,14,26,28,45452,11,21,22,48144,14,27,29,29999,10,16,21,44206,13,22,24,42162,9,17,18,38833,9,12,15,546473,9,16,19,31774,2,3,4,32197,2,3,3,47150,2,4,5,,,,,,,,,,,,
26556,0,1,1,38853,14,25,26,46365,11,21,21,49055,14,27,31,30838,10,16,21,45046,13,22,24,43003,9,17,18,39674,9,12,15,547315,9,16,19,32617,2,3,4,33039,2,3,3,47992,2,4,5,,,,,,,,,,,,
27399,0,1,1,39809,13,23,25,47209,11,21,21,49896,14,27,31,31679,10,16,21,45957,13,23,28,43916,9,17,18,40517,9,12,15,548228,9,16,19,33529,2,3,4,33951,2,3,3,48835,2,4,5,,,,,,,,,,,,
28241,0,0,0,40764,14,24,26,48052,11,21,21,50737,14,27,31,32589,8,16,20,46797,13,23,28,44758,9,17,18,41430,9,12,14,549069,9,16,19,34372,2,3,4,34794,2,3,3,49747,3,4,5,,,,,,,,,,,,
29154,0,0,0,41719,14,22,24,48965,11,21,21,51648,14,30,36,33429,8,16,20,47638,13,23,28,45599,9,17,18,42271,9,12,14,549911,9,16,19,35215,2,3,4,35637,2,3,3,50590,3,4,5,,,,,,,,,,,,
29996,0,0,0,42675,13,22,24,49808,11,21,21,52489,14,30,37,34270,8,16,20,48549,14,24,28,46511,9,16,17,43113,9,12,14,550823,9,15,18,36127,2,4,4,36549,2,3,3,51434,3,4,5,,,,,,,,,,,,
30838,0,1,1,43629,14,22,23,50652,11,21,21,53329,14,30,37,35180,8,16,20,49390,14,24,28,47352,9,16,17,44025,9,13,15,551665,9,15,18,36970,2,4,4,37392,2,3,3,52346,3,4,5,,,,,,,,,,,,
31751,0,1,1,44584,14,21,23,51565,10,21,21,54241,13,29,36,36021,8,16,20,50231,14,24,28,48195,9,16,17,44867,9,13,15,552507,9,15,18,37813,2,4,4,38235,2,3,3,53189,3,4,5,,,,,,,,,,,,
1622,0,0,0,45540,12,19,22,52408,10,21,21,55151,13,31,39,36861,8,16,20,51142,12,23,27,49106,9,16,18,45710,9,13,15,553419,9,14,15,38726,2,4,4,39147,1,2,2,54032,3,4,5,,,,,,,,,,,,
1792,0,0,0,46494,12,21,23,53251,10,21,21,56062,14,32,39,37772,10,17,20,51982,13,23,27,49948,9,16,18,46621,9,13,16,554261,9,14,15,39569,2,4,4,39990,1,2,2,54944,3,4,5,,,,,,,,,,,,
2704,0,0,0,47450,11,20,21,54165,11,20,20,56974,14,31,39,38612,10,17,20,52823,13,23,27,50791,9,16,18,47464,9,13,16,555104,9,14,15,40412,2,4,4,40833,1,2,2,55788,3,4,5,,,,,,,,,,,,
3615,0,0,0,48405,11,19,21,55008,11,20,20,57885,13,31,39,39452,10,17,20,53734,13,24,27,51702,9,15,17,48306,9,13,16,556016,9,13,14,41324,2,4,4,41745,1,2,2,56631,3,4,5,,,,,,,,,,,,
4528,0,0,0,49290,11,19,21,55851,11,20,20,58796,13,29,37,40364,10,17,21,54575,12,24,27,52544,9,15,17,49218,9,13,16,556858,9,13,14,42168,2,4,4,42589,2,3,3,57543,3,4,5,,,,,,,,,,,,
5481,0,0,0,50174,11,19,21,56764,11,19,19,59707,13,28,37,41203,10,17,21,55415,12,24,27,53386,9,15,17,50060,9,13,16,557700,9,13,14,43011,2,4,4,43430,2,3,3,58386,3,4,5,,,,,,,,,,,,
6434,0,0,0,51130,12,21,21,57607,11,19,19,60618,13,28,36,42044,10,17,21,56326,12,23,27,54298,8,14,16,50902,9,13,16,558612,9,12,12,43922,2,4,4,44343,2,3,3,59229,3,4,5,,,,,,,,,,,,
7388,0,0,0,52014,12,21,21,58449,11,19,19,61530,13,28,33,42954,10,16,18,57166,12,23,27,55140,8,14,16,51814,8,13,16,559454,9,12,12,44766,2,4,4,45186,2,3,3,60141,2,3,4,,,,,,,,,,,,
8300,0,0,0,52898,12,21,21,59363,11,17,17,62440,13,26,28,43866,10,17,20,58007,12,23,26,55982,8,14,16,52656,8,13,16,560295,9,12,12,45608,2,4,4,46028,2,3,3,60984,2,3,4,,,,,,,,,,,,
9212,0,0,0,53812,10,19,19,60207,11,17,17,63351,14,28,30,44776,10,17,20,58918,12,23,25,56894,9,16,19,53498,8,13,16,561208,10,14,14,46521,2,4,4,46941,2,3,3,61827,2,3,4,,,,,,,,,,,,
10124,0,0,0,54656,10,19,19,61049,11,17,17,64263,13,28,29,45686,10,19,19,59759,12,23,25,57806,8,14,19,54410,8,12,15,562050,10,14,14,47364,2,4,4,47783,2,3,3,62739,2,3,4,,,,,,,,,,,,
11036,0,0,0,55498,10,19,19,61963,12,17,19,65173,13,27,29,46598,10,20,20,60600,12,23,25,58719,7,13,17,55252,8,12,15,562892,10,14,14,48206,2,4,4,48626,1,2,2,63582,2,3,4,,,,,,,,,,,,
11949,0,0,0,56412,10,19,19,62807,12,18,20,66014,13,27,29,47508,10,21,21,61511,14,24,26,59630,7,13,17,56094,8,12,15,563805,10,14,14,49119,1,2,2,49539,1,2,2,64425,2,3,4,,,,,,,,,,,,
12861,0,0,0,57255,10,19,19,63649,12,18,20,66854,13,27,29,48418,11,23,23,62351,14,24,26,60544,7,12,18,57007,8,12,15,564646,10,14,14,49961,1,2,2,50381,1,2,2,65338,2,3,3,,,,,,,,,,,,
13773,0,0,0,58098,10,19,19,64563,12,19,20,67766,13,26,30,49330,10,23,24,63192,14,24,26,61455,8,13,20,57848,8,12,15,565488,10,14,14,50805,1,2,2,51224,2,3,3,66181,2,3,3,,,,,,,,,,,,
14686,0,0,0,59012,10,19,19,65406,12,18,19,68606,13,26,30,50240,10,22,24,64103,12,22,26,62367,8,13,20,58690,8,12,15,566402,10,14,14,51718,1,2,2,52136,2,3,3,67023,2,3,3,,,,,,,,,,,,
19344,6,6,6,59855,10,19,19,66249,12,18,19,69447,13,26,30,51150,10,22,24,64944,12,22,26,63279,7,13,20,59603,8,11,12,567243,10,14,14,52560,2,3,3,52979,2,3,3,67936,2,3,3,,,,,,,,,,,,
20849,12,20,25,60698,10,19,19,67163,12,18,21,70359,12,24,27,52061,11,23,24,65784,12,22,26,64191,7,13,21,60446,8,11,12,568085,10,14,14,53403,2,3,3,53822,2,3,3,68779,2,3,3,,,,,,,,,,,,
21764,12,20,25,61612,10,19,21,68005,12,18,21,71199,12,24,27,52972,11,24,25,66695,12,24,26,65103,8,14,23,61288,8,11,12,568997,10,14,14,54316,2,3,3,54734,2,3,3,69621,2,3,3,,,,,,,,,,,,
22606,12,20,25,62454,10,19,21,68849,12,18,21,72040,12,24,27,53882,11,24,25,67535,12,24,26,66015,7,13,21,62199,8,11,12,569839,10,14,14,55160,2,3,3,55578,2,3,3,70535,3,4,4,,,,,,,,,,,,
23449,11,20,24,63298,10,19,21,69763,12,17,19,72950,14,24,26,54723,11,24,25,68376,12,24,26,66927,8,13,20,63041,8,11,12,570681,10,14,14,56002,2,3,3,56420,2,3,3,71377,3,4,4,,,,,,,,,,,,
24364,11,21,24,64211,10,20,21,70605,12,17,19,73791,14,24,26,55564,11,24,25,69287,12,22,27,67840,8,14,20,63884,8,11,12,571593,11,15,15,56914,2,3,3,57332,2,3,3,72220,3,4,4,,,,,,,,,,,,
25207,11,21,24,65054,10,20,21,71448,12,17,19,74632,14,24,26,56474,11,23,25,70128,12,22,27,68681,8,14,20,64796,8,12,12,572435,11,15,15,57757,2,3,3,58175,2,3,3,73133,3,4,4,,,,,,,,,,,,
26049,11,21,24,65898,10,20,21,72363,12,17,19,75543,12,24,26,57315,11,23,25,70969,12,22,27,69523,8,14,20,65638,8,12,12,573278,11,15,15,58600,2,3,3,59018,2,3,3,73976,3,4,4,,,,,,,,,,,,
26963,11,20,22,66811,11,20,21,73205,12,17,19,76384,13,24,27,58155,11,23,25,71879,12,22,25,70434,8,13,20,66480,8,12,12,574190,11,15,15,59512,2,3,3,59930,2,3,3,74819,3,4,4,,,,,,,,,,,,
27806,11,20,22,67654,11,20,21,74048,12,17,19,77224,13,24,27,59066,11,23,26,72720,12,22,25,71277,8,13,20,67392,8,11,12,575032,11,15,15,60356,2,3,3,60773,2,3,3,75731,2,3,3,,,,,,,,,,,,
28649,11,20,22,68498,11,20,21,74961,12,16,18,78136,13,24,28,59906,11,23,26,73561,12,22,25,72119,8,13,20,68234,8,11,12,575874,11,15,15,61199,2,3,3,61616,2,3,3,76574,2,3,3,,,,,,,,,,,,
29563,11,18,22,69411,11,18,20,75805,12,16,18,78977,12,24,28,60746,11,23,26,74471,12,21,25,73030,8,14,19,69075,8,11,12,576786,11,15,15,62111,2,3,3,62529,2,4,4,77417,2,3,3,,,,,,,,,,,,
30406,11,18,22,70254,11,18,20,76648,12,16,18,79817,12,24,28,61657,11,23,26,75312,12,21,25,73872,8,14,19,69988,8,11,13,577628,11,15,15,62954,2,3,3,63372,2,4,4,78329,2,3,3,,,,,,,,,,,,
31250,11,18,22,71098,11,18,20,77561,12,17,19,80728,12,23,27,62497,11,23,26,76152,12,21,25,74714,8,14,19,70831,8,11,13,578469,11,15,15,63797,2,3,3,64215,2,4,4,79172,2,3,3,,,,,,,,,,,,
32163,12,21,24,72011,11,18,20,78405,12,17,19,81568,12,23,27,63338,11,23,26,77064,12,22,26,75626,8,13,17,71672,8,11,13,579382,11,15,16,64709,2,3,3,65127,2,3,3,80016,2,3,3,,,,,,,,,,,,
33007,12,21,24,72854,11,18,20,79248,12,17,19,82409,13,23,27,64248,12,22,25,77904,12,22,26,76468,8,13,17,72585,8,12,14,580224,11,15,16,65553,2,3,3,65970,2,3,3,80928,3,4,4,,,,,,,,,,,,
33850,12,21,24,73697,11,18,20,80161,12,17,19,83320,13,24,28,65089,12,22,25,78745,12,22,26,77309,8,13,17,73426,8,12,14,581065,11,15,16,66396,2,3,3,66812,2,3,3,81771,3,4,4,,,,,,,,,,,,
34763,12,18,23,74611,13,19,21,81004,12,17,19,84162,13,24,28,65929,12,22,25,79655,12,23,27,78222,8,13,17,74268,8,12,14,581978,11,14,16,67308,1,2,2,67725,2,4,4,82614,3,4,4,,,,,,,,,,,,
35607,12,18,23,75454,13,19,21,81848,12,17,19,85002,12,24,28,66840,12,22,24,80496,12,23,27,79064,8,13,17,75181,8,12,15,582820,11,14,16,68151,1,2,2,68568,2,4,4,83526,3,4,4,,,,,,,,,,,,
36450,12,18,23,76298,13,19,21,82761,12,17,19,85913,12,23,27,67680,12,22,24,81337,12,23,27,79905,8,13,17,76023,8,12,15,583662,11,14,16,68994,1,2,2,69410,1,3,3,84369,3,4,4,,,,,,,,,,,,
37363,12,19,23,77210,11,19,21,83604,12,17,19,86754,12,23,27,68520,12,22,24,82248,13,24,28,80818,8,12,17,76865,8,12,15,584574,11,15,17,69906,1,2,2,70323,1,3,3,85212,3,4,4,,,,,,,,,,,,
38207,12,19,23,78054,11,19,21,84448,12,17,19,87595,12,23,27,69431,11,22,25,83089,13,24,28,81659,8,12,17,77777,8,12,15,585416,11,15,17,70749,1,2,2,71165,1,3,3,86124,3,4,4,,,,,,,,,,,,
39050,12,19,23,78897,11,19,21,85361,13,18,20,88506,12,21,27,70272,11,22,25,83930,13,24,28,82502,8,12,17,78619,8,12,15,586258,11,15,17,71591,1,2,2,72008,2,4,4,86968,3,4,4,,,,,,,,,,,,
39964,12,19,23,79810,13,20,23,86204,13,18,20,89347,12,21,27,71112,11,22,25,84840,13,26,29,83414,8,12,16,79461,8,12,15,587170,11,15,17,72504,1,2,2,72921,2,4,4,87811,3,4,4,,,,,,,,,,,,
40807,12,19,23,80655,13,20,23,87047,13,18,20,90187,12,21,27,72023,11,21,23,85681,13,26,29,84255,8,12,16,80373,8,12,17,588013,11,15,17,73347,1,2,2,73764,2,4,4,88723,2,3,3,,,,,,,,,,,,
41650,12,19,23,81497,13,20,23,87961,12,18,19,91099,12,23,25,72862,12,22,24,86521,13,26,29,85098,8,12,16,81215,8,12,17,588855,11,15,17,74189,1,2,2,74606,2,4,4,89566,2,3,3,,,,,,,,,,,,
42564,11,19,24,82410,14,21,26,88804,12,18,19,91939,12,23,25,73703,12,22,24,87433,13,26,31,86010,8,13,16,82057,8,12,17,589767,10,15,16,75102,1,2,2,75518,1,3,3,90408,2,3,3,,,,,,,,,,,,
43408,11,19,24,83254,14,21,26,89648,11,18,19,92780,12,23,25,74613,12,23,25,88272,13,26,31,86852,8,13,16,82969,8,13,17,590609,10,15,16,75945,1,2,2,76361,1,3,3,91321,2,3,3,,,,,,,,,,,,
44251,11,19,24,84097,14,21,26,90560,11,17,20,93690,11,23,24,75454,12,23,25,89113,13,26,31,87694,8,13,16,83812,8,13,17,591451,10,15,16,76788,1,2,2,77204,1,3,3,92163,2,3,3,,,,,,,,,,,,
45165,12,19,24,85010,13,20,26,91403,11,17,20,94531,11,23,24,76294,12,23,25,90024,13,24,29,88606,8,13,16,84655,8,13,17,592363,10,15,18,77701,1,2,2,78116,2,4,4,93005,2,3,3,,,,,,,,,,,,
46008,12,19,24,85853,13,20,26,92247,11,17,20,95372,11,23,24,77205,12,22,25,90865,13,24,29,89448,8,13,16,85566,7,13,19,593206,10,15,18,78543,1,2,2,78959,2,4,4,93919,2,3,3,,,,,,,,,,,,
46852,12,19,24,86696,12,20,25,93161,11,17,19,96283,11,21,24,78045,12,22,25,91706,13,24,29,90290,8,13,16,86408,7,13,19,594046,10,15,18,79387,1,2,2,79803,2,4,4,94761,2,3,3,,,,,,,,,,,,
47765,12,19,25,87610,12,20,23,94004,11,17,19,97124,11,21,24,78885,12,22,25,92616,13,26,29,91201,8,12,16,87249,7,13,19,594959,10,15,20,80300,1,2,2,80715,2,4,4,95604,2,3,3,,,,,,,,,,,,
48608,12,19,25,88453,12,20,23,94846,11,17,19,97965,11,21,24,79796,12,22,25,93457,13,26,29,92044,8,12,16,88162,7,13,19,595802,10,15,20,81142,1,2,2,81558,1,3,3,96517,2,2,2,,,,,,,,,,,,
49452,12,19,25,89296,12,20,23,95761,11,18,20,98876,11,21,24,80636,12,22,25,94298,13,26,29,92886,8,12,16,89005,7,13,19,596643,10,15,20,81985,1,2,2,82400,1,3,3,97359,2,2,2,,,,,,,,,,,,
50365,12,18,24,90210,12,20,23,96604,11,18,20,99717,11,21,24,81476,12,22,25,95208,13,26,28,93797,8,14,17,89846,7,13,19,597556,10,14,19,82897,1,2,2,83312,1,3,4,98202,2,2,2,,,,,,,,,,,,
51208,12,18,24,91053,12,20,23,97446,11,18,20,100557,11,21,24,82386,12,23,24,96049,13,26,28,94640,8,14,17,90759,8,13,19,598397,10,14,19,83740,1,2,2,84155,1,3,4,99115,2,2,2,,,,,,,,,,,,
52051,12,18,24,91896,12,20,23,98360,11,19,21,101468,11,23,24,83227,12,23,24,96889,13,26,28,95481,8,14,17,91600,8,13,19,599239,10,14,19,84584,1,2,2,84998,1,3,4,99957,2,2,2,,,,,,,,,,,,
52965,12,20,28,92810,12,19,22,99204,11,19,21,102309,11,23,24,84068,12,23,24,97801,13,24,28,96393,8,14,18,92442,8,13,19,600152,11,14,19,85496,1,2,2,85910,1,3,3,100801,2,2,2,,,,,,,,,,,,
53878,12,20,28,93652,12,19,22,100046,11,19,21,103150,11,22,24,84978,12,23,23,98641,13,24,28,97305,8,14,18,93355,8,14,21,600994,11,14,19,86339,1,2,2,86753,1,3,3,101713,2,2,2,,,,,,,,,,,,
54793,12,19,27,94496,12,19,22,100960,11,19,21,104061,12,24,24,85819,12,23,23,99482,13,24,28,98217,8,14,19,94196,8,14,21,601836,11,14,19,87183,1,2,2,87596,1,3,3,102556,2,2,2,,,,,,,,,,,,
55706,12,19,27,95410,12,20,23,101803,11,19,21,104902,12,24,24,86659,12,23,23,100392,13,24,27,99129,8,14,19,95039,8,14,21,602748,10,15,20,88095,2,2,2,88508,1,2,3,103399,2,2,2,,,,,,,,,,,,
56620,12,20,27,96252,12,20,23,102645,11,19,21,105743,12,24,24,87570,12,22,22,101233,13,24,27,100041,7,14,18,95951,8,14,20,603590,10,15,20,88939,2,2,2,89351,1,2,3,104312,2,2,2,,,,,,,,,,,,
57534,13,20,27,97096,12,20,23,103559,11,20,22,106654,12,26,26,88410,12,22,22,102074,13,24,27,100954,7,15,18,96793,8,14,20,604432,10,15,20,89782,2,2,2,90193,1,2,3,105155,2,2,2,,,,,,,,,,,,
58447,13,21,27,98010,12,20,23,104402,11,20,22,107495,12,26,26,89250,12,22,22,102985,13,24,25,101866,7,14,17,97635,8,14,20,605344,11,15,19,90694,1,2,2,91106,1,3,3,105998,2,2,2,,,,,,,,,,,,
59361,13,21,26,98853,12,20,23,105245,11,20,22,108336,12,26,26,90161,12,20,20,103826,13,24,25,102777,7,14,16,98547,8,13,18,606186,11,15,19,91538,1,2,2,91949,1,3,3,106909,2,2,2,,,,,,,,,,,,
60275,13,22,27,99695,12,20,23,106159,11,21,23,109246,11,24,24,91001,12,21,21,104666,13,24,25,103690,8,14,16,99389,8,13,18,607028,11,15,19,92381,1,2,2,92791,1,3,3,107753,2,2,2,,,,,,,,,,,,
61189,13,24,29,100610,12,20,24,107001,11,21,23,110157,12,25,25,91841,12,21,21,105577,13,22,24,104602,8,13,15,100232,8,13,18,607940,11,15,18,93294,1,2,2,93704,0,2,3,108596,1,1,1,,,,,,,,,,,,
62103,14,23,24,101452,12,20,24,107845,11,21,23,111069,12,25,25,92752,12,21,21,106418,13,22,24,105515,8,14,16,101144,8,13,17,608783,11,15,18,94137,1,2,2,94546,0,2,3,109508,0,1,1,,,,,,,,,,,,
63016,13,24,25,102295,12,20,24,108759,11,20,22,111980,12,25,25,93592,12,20,20,107258,13,22,24,106427,7,15,15,101986,8,13,17,609625,11,15,18,94980,1,2,2,95389,0,2,3,110351,0,1,1,,,,,,,,,,,,
63930,14,25,26,103209,12,20,24,109672,10,21,25,112890,12,25,25,94433,12,20,20,108169,12,22,23,107339,8,15,15,102828,8,13,17,610537,10,15,19,95892,2,3,3,96302,0,2,3,111194,1,2,2,,,,,,,,,,,,
64774,14,25,26,104053,12,20,24,110585,10,22,26,113802,12,27,28,95343,12,20,20,109009,12,22,23,108180,8,15,15,103740,8,13,17,611380,10,15,19,96735,2,3,3,97144,0,2,3,112106,1,2,2,,,,,,,,,,,,
65615,14,24,26,104896,12,20,24,111499,10,23,25,114713,12,26,29,96184,12,20,20,109850,12,22,23,109022,8,15,15,104582,8,13,17,612221,10,15,19,97577,2,3,3,97987,0,2,3,112949,1,2,2,,,,,,,,,,,,
66530,14,24,26,105809,12,21,25,112412,10,23,26,115623,12,25,28,97024,12,20,20,110761,12,20,20,109934,8,15,15,105424,8,13,17,613134,10,14,19,98490,2,3,3,98899,0,2,3,113793,0,1,1,,,,,,,,,,,,
67374,14,24,26,106652,12,21,25,113327,10,23,28,116535,14,25,26,97935,12,20,22,111601,12,21,21,110776,8,15,15,106336,8,13,15,613975,10,14,19,99333,2,3,3,99742,0,2,3,114705,0,1,1,,,,,,,,,,,,
68216,14,24,26,107496,12,21,25,114240,10,23,28,117446,12,25,28,98775,12,20,22,112442,12,21,21,111618,8,15,15,107179,8,13,15,614816,10,14,19,100176,2,3,3,100585,0,2,3,115548,0,1,1,,,,,,,,,,,,
69130,14,24,25,108408,11,20,24,115153,10,23,28,118356,14,27,30,99615,12,20,22,113353,11,21,21,112529,8,14,14,108020,8,13,15,615729,10,15,19,101088,2,3,3,101497,0,2,3,116390,0,1,1,,,,,,,,,,,,
